gene_id,transcript_id,hasCage,hasPolya,isNonCoding,isIntergenic,isMultiExon,numTrue,qval
"""MSTRG.86"";","""MSTRG.86.19"";",TRUE,TRUE,TRUE,TRUE,TRUE,5,0.7095847916614616
"""MSTRG.91"";","""MSTRG.91.13"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.17118892776597014
"""MSTRG.92"";","""MSTRG.92.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.92"";","""MSTRG.92.5"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5216071898721608
"""MSTRG.92"";","""MSTRG.92.6"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.7937688813240047
"""MSTRG.92"";","""MSTRG.92.7"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.01120162135649412
"""MSTRG.98"";","""MSTRG.98.1"";",TRUE,FALSE,FALSE,TRUE,FALSE,2,NA
"""MSTRG.102"";","""MSTRG.102.3"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.6481240077227758
"""MSTRG.102"";","""MSTRG.102.4"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.11973601539876286
"""MSTRG.107"";","""MSTRG.107.6"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5934405650244858
"""MSTRG.107"";","""MSTRG.107.8"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.9488102734626852
"""MSTRG.109"";","""MSTRG.109.8"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.6893724399450545
"""MSTRG.109"";","""MSTRG.109.10"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.08393453241408058
"""MSTRG.111"";","""MSTRG.111.1"";",FALSE,FALSE,TRUE,TRUE,FALSE,2,0.5204487938531849
"""MSTRG.113"";","""MSTRG.113.3"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5445987598874361
"""MSTRG.116"";","""MSTRG.116.27"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.48407415174901647
"""MSTRG.119"";","""MSTRG.119.5"";",FALSE,FALSE,FALSE,FALSE,TRUE,1,0.8741208786316679
"""MSTRG.120"";","""MSTRG.120.1"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5516095980698522
"""MSTRG.123"";","""MSTRG.123.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8908421799080921
"""MSTRG.123"";","""MSTRG.123.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8908421799080921
"""MSTRG.123"";","""MSTRG.123.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8908421799080921
"""MSTRG.123"";","""MSTRG.123.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.35377914415487455
"""MSTRG.123"";","""MSTRG.123.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.35377914415487455
"""MSTRG.123"";","""MSTRG.123.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.35377914415487455
"""MSTRG.123"";","""MSTRG.123.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5575053877229245
"""MSTRG.123"";","""MSTRG.123.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5575053877229245
"""MSTRG.123"";","""MSTRG.123.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5575053877229245
"""MSTRG.124"";","""MSTRG.124.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1690843853655017
"""MSTRG.128"";","""MSTRG.128.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.128"";","""MSTRG.128.4"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.3426522107318711
"""MSTRG.128"";","""MSTRG.128.5"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5346556737915323
"""MSTRG.128"";","""MSTRG.128.6"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.8251664858970456
"""MSTRG.128"";","""MSTRG.128.7"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.128"";","""MSTRG.128.8"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.6910586849332685
"""MSTRG.128"";","""MSTRG.128.9"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.128"";","""MSTRG.128.10"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.128"";","""MSTRG.128.14"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.04978836508922023
"""MSTRG.128"";","""MSTRG.128.15"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5819759303899359
"""MSTRG.128"";","""MSTRG.128.16"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.3403307989487933
"""MSTRG.128"";","""MSTRG.128.21"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.128"";","""MSTRG.128.22"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.130"";","""MSTRG.130.1"";",TRUE,FALSE,FALSE,TRUE,FALSE,2,0.5410596169347606
"""MSTRG.135"";","""MSTRG.135.27"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.45683848004362165
"""MSTRG.137"";","""MSTRG.137.2"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.137"";","""MSTRG.137.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.137"";","""MSTRG.137.5"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.9545272584020332
"""MSTRG.137"";","""MSTRG.137.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.137"";","""MSTRG.137.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.43175593071615154
"""MSTRG.137"";","""MSTRG.137.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.14474692546100673
"""MSTRG.137"";","""MSTRG.137.19"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.2572139215496568
"""MSTRG.137"";","""MSTRG.137.20"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.13471836357416095
"""MSTRG.137"";","""MSTRG.137.21"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.2572139215496568
"""MSTRG.137"";","""MSTRG.137.49"";",FALSE,TRUE,TRUE,TRUE,TRUE,4,0.17370910952708027
"""MSTRG.140"";","""MSTRG.140.1"";",FALSE,FALSE,TRUE,TRUE,FALSE,2,0.2718601311669836
"""MSTRG.143"";","""MSTRG.143.4"";",FALSE,TRUE,FALSE,FALSE,TRUE,2,0.09609001002329408
"""MSTRG.144"";","""MSTRG.144.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7032079677665852
"""MSTRG.144"";","""MSTRG.144.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7032079677665852
"""MSTRG.144"";","""MSTRG.144.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7032079677665852
"""MSTRG.144"";","""MSTRG.144.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7032079677665852
"""MSTRG.144"";","""MSTRG.144.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8498398976243511
"""MSTRG.144"";","""MSTRG.144.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8498398976243511
"""MSTRG.144"";","""MSTRG.144.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8498398976243511
"""MSTRG.144"";","""MSTRG.144.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8498398976243511
"""MSTRG.144"";","""MSTRG.144.5"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.07579163245032255
"""MSTRG.144"";","""MSTRG.144.5"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.07579163245032255
"""MSTRG.144"";","""MSTRG.144.5"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.07579163245032255
"""MSTRG.144"";","""MSTRG.144.5"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.07579163245032255
"""MSTRG.144"";","""MSTRG.144.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.13460984409576818
"""MSTRG.144"";","""MSTRG.144.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.13460984409576818
"""MSTRG.144"";","""MSTRG.144.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.13460984409576818
"""MSTRG.144"";","""MSTRG.144.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.13460984409576818
"""MSTRG.144"";","""MSTRG.144.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.06883019097614788
"""MSTRG.144"";","""MSTRG.144.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.06883019097614788
"""MSTRG.144"";","""MSTRG.144.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.06883019097614788
"""MSTRG.144"";","""MSTRG.144.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.06883019097614788
"""MSTRG.144"";","""MSTRG.144.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5275971484751565
"""MSTRG.144"";","""MSTRG.144.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5275971484751565
"""MSTRG.144"";","""MSTRG.144.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5275971484751565
"""MSTRG.144"";","""MSTRG.144.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.5275971484751565
"""MSTRG.144"";","""MSTRG.144.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.144"";","""MSTRG.144.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.144"";","""MSTRG.144.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.144"";","""MSTRG.144.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,NA
"""MSTRG.144"";","""MSTRG.144.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7027484495722153
"""MSTRG.144"";","""MSTRG.144.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7027484495722153
"""MSTRG.144"";","""MSTRG.144.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7027484495722153
"""MSTRG.144"";","""MSTRG.144.11"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.7027484495722153
"""MSTRG.150"";","""MSTRG.150.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.21539167224229092
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.6"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1749515209048977
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.7"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.8587804156074577
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.6764734705373127
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.9"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.31585221196328794
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.11"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.39462640735526233
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.12"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,NA
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.156"";","""MSTRG.156.13"";",FALSE,TRUE,TRUE,FALSE,TRUE,3,0.31295415874604166
"""MSTRG.157"";","""MSTRG.157.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.7972350501659062
"""MSTRG.157"";","""MSTRG.157.6"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,NA
"""MSTRG.157"";","""MSTRG.157.7"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.6797058711782675
"""MSTRG.170"";","""MSTRG.170.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.41158429018244
"""MSTRG.170"";","""MSTRG.170.3"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.5793461274321711
"""MSTRG.170"";","""MSTRG.170.4"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.3898964883719701
"""MSTRG.172"";","""MSTRG.172.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.01778654084941325
"""MSTRG.174"";","""MSTRG.174.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.10989063525488492
"""MSTRG.174"";","""MSTRG.174.3"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.2579875403090826
"""MSTRG.182"";","""MSTRG.182.2"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.3301570774070751
"""MSTRG.187"";","""MSTRG.187.4"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.1905262996353992
"""MSTRG.189"";","""MSTRG.189.8"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.3744140696197576
"""MSTRG.191"";","""MSTRG.191.10"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.162378383786399
"""MSTRG.193"";","""MSTRG.193.2"";",TRUE,TRUE,FALSE,FALSE,TRUE,3,0.4988138336745656
"""MSTRG.194"";","""MSTRG.194.2"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.46517666951007736
"""MSTRG.194"";","""MSTRG.194.2"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.46517666951007736
"""MSTRG.194"";","""MSTRG.194.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.03128542809616586
"""MSTRG.194"";","""MSTRG.194.3"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.03128542809616586
"""MSTRG.203"";","""MSTRG.203.1"";",TRUE,TRUE,TRUE,FALSE,TRUE,4,0.18307420164481764
