seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
MSTRG.137::CHR1:1635229-1724019	MSTRG.137::CHR1:1635229-1724019_ORF_1	88790	+	3	64278	65846	1569	0.5157	0.0898768805552025	0.999238781094923
MSTRG.137::CHR1:1635229-1724324	MSTRG.137::CHR1:1635229-1724324_ORF_1	89095	+	3	64278	65846	1569	0.5157	0.0898768805552025	0.99922595371347
MSTRG.137::CHR1:1635737-1708231	MSTRG.137::CHR1:1635737-1708231_ORF_1	72494	+	2	63770	65338	1569	0.5157	0.0898768805552025	0.999688362613435
MSTRG.137::CHR1:1635737-1724032	MSTRG.137::CHR1:1635737-1724032_ORF_1	88295	+	2	63770	65338	1569	0.5157	0.0898768805552025	0.999259148743704
MSTRG.137::CHR1:1635737-1724274	MSTRG.137::CHR1:1635737-1724274_ORF_1	88537	+	2	63770	65338	1569	0.5157	0.0898768805552025	0.999249260181719
MSTRG.137::CHR1:1635737-1724324	MSTRG.137::CHR1:1635737-1724324_ORF_1	88587	+	2	63770	65338	1569	0.5157	0.0898768805552025	0.999247200708152
MSTRG.137::CHR1:1661562-1739557	MSTRG.137::CHR1:1661562-1739557_ORF_1	77995	+	1	37945	39513	1569	0.5157	0.0898768805552025	0.999578694829755
MSTRG.140::CHR1:1698628-1699583	MSTRG.140::CHR1:1698628-1699583_ORF_1	955	+	1	280	489	210	0.8109	0.107472360305434	0.110668670011472
MSTRG.137::CHR1:1727131-1739557	MSTRG.137::CHR1:1727131-1739557_ORF_3	12426	+	2	11105	11482	378	0.9676	0.123163263151314	0.450671610291855
MSTRG.143::CHR1:1751244-1757024	MSTRG.143::CHR1:1751244-1757024_ORF_1	5780	+	2	5174	5779	606	0.8142	0.154065069466876	0.914978622477068
MSTRG.144::CHR1:1785285-1890451	MSTRG.144::CHR1:1785285-1890451_ORF_1	105166	+	2	104474	105166	693	0.7227	0.0676337521038327	0.0502099109485206
MSTRG.144::CHR1:1785285-1890959	MSTRG.144::CHR1:1785285-1890959_ORF_1	105674	+	2	104474	105331	858	0.9301	0.0941762083076395	0.438836993513883
MSTRG.144::CHR1:1785285-1890963	MSTRG.144::CHR1:1785285-1890963_ORF_1	105678	+	2	104474	105331	858	0.9301	0.0941762083076395	0.438782983436975
MSTRG.144::CHR1:1785285-1891079	MSTRG.144::CHR1:1785285-1891079_ORF_1	105794	+	2	104474	105331	858	0.9301	0.0941762083076395	0.437217327122312
MSTRG.144::CHR1:1785286-1884820	MSTRG.144::CHR1:1785286-1884820_ORF_3	99534	+	1	3445	3894	450	0.9756	0.109510138126581	0.014429423713568
MSTRG.144::CHR1:1785286-1890461	MSTRG.144::CHR1:1785286-1890461_ORF_1	105175	+	1	104473	105174	702	0.7915	0.0753772281937998	0.0720460311918314
MSTRG.144::CHR1:1785286-1890961	MSTRG.144::CHR1:1785286-1890961_ORF_1	105675	+	1	104473	105330	858	0.9301	0.0941762083076395	0.438823490858758
MSTRG.150::CHR1:2228728-2309636	MSTRG.150::CHR1:2228728-2309636_ORF_3	80908	+	3	39	1145	1107	1.2822	0.600902393294527	0.999721701176585
MSTRG.156::CHR1:2391889-2402316	MSTRG.156::CHR1:2391889-2402316_ORF_2	10427	+	3	6645	7010	366	0.8834	-0.150404753321407	0.102206810081267
MSTRG.156::CHR1:2391889-2403216	MSTRG.156::CHR1:2391889-2403216_ORF_2	11327	+	1	10210	10638	429	1.0456	0.0928158610836172	0.626587211998584
MSTRG.156::CHR1:2391889-2405436	MSTRG.156::CHR1:2391889-2405436_ORF_2	13547	+	1	10210	10638	429	1.0456	0.0928158610836172	0.597696916882623
MSTRG.156::CHR1:2392015-2402316	MSTRG.156::CHR1:2392015-2402316_ORF_2	10301	+	3	6519	6884	366	0.8834	-0.150404753321407	0.102842504669552
MSTRG.156::CHR1:2392208-2402316	MSTRG.156::CHR1:2392208-2402316_ORF_2	10108	+	2	6326	6691	366	0.8834	-0.150404753321407	0.103823014792295
MSTRG.156::CHR1:2392208-2405431	MSTRG.156::CHR1:2392208-2405431_ORF_2	13223	+	3	9891	10319	429	1.0456	0.0928158610836172	0.601961172556336
MSTRG.157::CHR1:2403973-2412540	MSTRG.157::CHR1:2403973-2412540_ORF_1	8567	+	3	7836	8567	732	0.7715	0.0774915745350278	0.953513193023573
MSTRG.157::CHR1:2406517-2413797	MSTRG.157::CHR1:2406517-2413797_ORF_1	7280	+	2	5984	6805	822	0.5047	0.143367412238506	0.972840780642278
MSTRG.170::CHR1:3454707-3481113	MSTRG.170::CHR1:3454707-3481113_ORF_1	26406	+	3	19686	21269	1584	1.0643	0.0111469524935324	0.999994876163939
MSTRG.170::CHR1:3454739-3481113	MSTRG.170::CHR1:3454739-3481113_ORF_1	26374	+	1	19654	21237	1584	1.0643	0.0111469524935324	0.999994885146298
MSTRG.170::CHR1:3461301-3481113	MSTRG.170::CHR1:3461301-3481113_ORF_1	19812	+	3	13092	14675	1584	1.0643	0.0111469524935324	0.999996430778527
MSTRG.172::CHR1:3488012-3496014	MSTRG.172::CHR1:3488012-3496014_ORF_1	8002	+	3	6159	6833	675	0.513	0.105845879286973	0.84491036653019
MSTRG.174::CHR1:3625048-3630079	MSTRG.174::CHR1:3625048-3630079_ORF_1	5031	+	1	25	339	315	0.9579	0.280793358029308	0.604868583936969
MSTRG.174::CHR1:3625049-3630077	MSTRG.174::CHR1:3625049-3630077_ORF_1	5028	+	3	24	338	315	0.9579	0.280793358029308	0.604907897709365
MSTRG.182::CHR1:3781134-3796114	MSTRG.182::CHR1:3781134-3796114_ORF_2	14980	+	1	6031	6441	411	1.1189	0.101569049725865	0.603894386474755
MSTRG.187::CHR1:3889152-3900258	MSTRG.187::CHR1:3889152-3900258_ORF_2	11106	+	3	6702	7031	330	0.5994	0.0490937190001941	0.0846084617083008
MSTRG.189::CHR1:5874904-5992425	MSTRG.189::CHR1:5874904-5992425_ORF_3	117521	+	2	73100	73654	555	0.6986	0.158711620280868	0.00908702916306423
MSTRG.191::CHR1:6186614-6199595	MSTRG.191::CHR1:6186614-6199595_ORF_1	12981	+	3	2157	2648	492	0.7105	-0.138357876491884	0.193687145591916
MSTRG.193::CHR1:6206118-6222223	MSTRG.193::CHR1:6206118-6222223_ORF_1	16105	+	2	4595	5245	651	0.4402	0.0609797683455518	0.612826278907898
MSTRG.194::CHR1:6221196-6235940	MSTRG.194::CHR1:6221196-6235940_ORF_5	14744	+	1	14404	14742	339	1.0342	0.353830905336809	0.704320040544485
MSTRG.194::CHR1:6221897-6235950	MSTRG.194::CHR1:6221897-6235950_ORF_3	14053	+	2	13703	14053	351	1.0342	0.359978897616435	0.746002611612516
MSTRG.203::CHR1:6479482-6554513	MSTRG.203::CHR1:6479482-6554513_ORF_2	75031	+	3	9372	10043	672	0.6874	0.0246957593309032	0.129557511551115
MSTRG.206::CHR1:6580000-6589270	MSTRG.206::CHR1:6580000-6589270_ORF_1	9270	+	1	610	1338	729	1.0431	0.275849898902018	0.993872482221747
MSTRG.206::CHR1:6580016-6589278	MSTRG.206::CHR1:6580016-6589278_ORF_1	9262	+	3	594	1322	729	1.0431	0.275849898902018	0.993875153010383
MSTRG.225::CHR1:7961691-7986007	MSTRG.225::CHR1:7961691-7986007_ORF_1	24316	+	1	19708	20175	468	0.7886	-0.17037280580735	0.0961026245772929
MSTRG.225::CHR1:7961710-7991437	MSTRG.225::CHR1:7961710-7991437_ORF_1	29727	+	3	28365	29039	675	1.1405	-0.140965361840947	0.763036182974932
MSTRG.225::CHR1:7961747-7985250	MSTRG.225::CHR1:7961747-7985250_ORF_1	23503	+	2	19652	20119	468	0.7886	-0.17037280580735	0.100045297258257
MSTRG.228::CHR1:8011726-8026296	MSTRG.228::CHR1:8011726-8026296_ORF_1	14570	+	3	14025	14570	546	0.6279	0.122986449754571	0.596754630305756
MSTRG.233::CHR1:8365879-8703219	MSTRG.233::CHR1:8365879-8703219_ORF_5	337340	+	1	57622	58113	492	0.6667	0.0874742782398179	1.53550673387597e-08
MSTRG.243::CHR1:8861001-8878720	MSTRG.243::CHR1:8861001-8878720_ORF_3	17719	+	1	4219	4521	303	0.9594	0.196756600205228	0.287215216734283
MSTRG.248::CHR1:9233591-9267898	MSTRG.248::CHR1:9233591-9267898_ORF_1	34307	+	1	29689	31278	1590	1.2148	0.453942591170823	0.999999700548223
MSTRG.248::CHR1:9235018-9271300	MSTRG.248::CHR1:9235018-9271300_ORF_1	36282	+	2	28262	29851	1590	1.2148	0.453942591170823	0.999999666299083
MSTRG.248::CHR1:9237133-9271337	MSTRG.248::CHR1:9237133-9271337_ORF_1	34204	+	2	26147	27736	1590	1.2148	0.453942591170823	0.999999702234646
MSTRG.249::CHR1:9300932-9369532	MSTRG.249::CHR1:9300932-9369532_ORF_1	68600	+	3	54960	55814	855	1.1867	0.359266942001122	0.985888530378736
MSTRG.249::CHR1:9303307-9369511	MSTRG.249::CHR1:9303307-9369511_ORF_1	66204	+	1	52585	53439	855	1.1867	0.359266942001122	0.987604283466773
MSTRG.249::CHR1:9315475-9369510	MSTRG.249::CHR1:9315475-9369510_ORF_1	54035	+	1	40417	41271	855	1.1867	0.359266942001122	0.993600866185787
MSTRG.249::CHR1:9316040-9369532	MSTRG.249::CHR1:9316040-9369532_ORF_1	53492	+	3	39852	40706	855	1.1867	0.359266942001122	0.993787415524836
MSTRG.249::CHR1:9347988-9369532	MSTRG.249::CHR1:9347988-9369532_ORF_1	21544	+	2	7904	8758	855	1.1867	0.359266942001122	0.998916739539434
MSTRG.250::CHR1:9539644-9585173	MSTRG.250::CHR1:9539644-9585173_ORF_3	45529	+	3	36783	37187	405	1.0136	0.181304564331309	0.231550118016562
MSTRG.252::CHR1:9588921-9614873	MSTRG.252::CHR1:9588921-9614873_ORF_1	25952	+	3	14160	14702	543	0.6988	-0.00287835432751497	0.313228150608093
MSTRG.256::CHR1:9672410-9687599	MSTRG.256::CHR1:9672410-9687599_ORF_1	15189	+	2	14720	15082	363	0.7656	0.072267334265993	0.179100685358845
MSTRG.253::CHR1:9689548-9729268	MSTRG.253::CHR1:9689548-9729268_ORF_1	39720	+	3	26940	27590	651	0.9729	0.215957575633955	0.874475433442216
MSTRG.257::CHR1:9729027-9733486	MSTRG.257::CHR1:9729027-9733486_ORF_3	4459	+	1	2269	2565	297	1.0865	0.125626662215122	0.439667229648948
MSTRG.257::CHR1:9729027-9809406	MSTRG.257::CHR1:9729027-9809406_ORF_1	80379	+	1	15439	16008	570	0.6583	-0.00650810562650593	0.0258579775281756
MSTRG.257::CHR1:9749487-9751581	MSTRG.257::CHR1:9749487-9751581_ORF_2	2094	+	3	30	239	210	0.8797	-0.0486886884483057	0.0543285683810305
MSTRG.257::CHR1:9749487-9808865	MSTRG.257::CHR1:9749487-9808865_ORF_5	59378	+	2	17429	17857	429	0.6532	0.0418337679266027	0.0223322735547327
MSTRG.257::CHR1:9749487-9809406	MSTRG.257::CHR1:9749487-9809406_ORF_5	59919	+	2	17429	17857	429	0.6532	0.0418337679266027	0.0216937043838605
MSTRG.259::CHR1:9848281-9890367	MSTRG.259::CHR1:9848281-9890367_ORF_1	42086	+	2	2273	2767	495	0.8028	-0.0147776705095611	0.127812957269796
MSTRG.259::CHR1:9848311-9887215	MSTRG.259::CHR1:9848311-9887215_ORF_1	38904	+	2	2243	2737	495	0.8028	-0.0147776705095611	0.148557124574121
MSTRG.264::CHR1:9943487-9985498	MSTRG.264::CHR1:9943487-9985498_ORF_1	42011	+	1	40330	40965	636	0.4579	-0.0291106857460704	0.16593057954145
MSTRG.273::CHR1:10282449-10381641	MSTRG.273::CHR1:10282449-10381641_ORF_1	99192	+	2	20876	22198	1323	1.1006	0.199536328820103	0.998556101808198
MSTRG.276::CHR1:10358214-10399277	MSTRG.276::CHR1:10358214-10399277_ORF_2	41063	+	2	8114	8404	291	0.918	0.153310341264626	0.0612526335630172
MSTRG.276::CHR1:10358877-10398883	MSTRG.276::CHR1:10358877-10398883_ORF_2	40006	+	2	7451	7741	291	0.918	0.153310341264626	0.0646711554009368
MSTRG.279::CHR1:10398591-10419808	MSTRG.279::CHR1:10398591-10419808_ORF_4	21217	+	1	742	1005	264	0.791	0.159194692662292	0.0874231887261704
MSTRG.279::CHR1:10399043-10419808	MSTRG.279::CHR1:10399043-10419808_ORF_3	20765	+	2	290	553	264	0.791	0.159194692662292	0.0894207679923228
MSTRG.279::CHR1:10399072-10419808	MSTRG.279::CHR1:10399072-10419808_ORF_3	20736	+	3	261	524	264	0.791	0.159194692662292	0.0895503265303252
MSTRG.279::CHR1:10399497-10419808	MSTRG.279::CHR1:10399497-10419808_ORF_5	20311	+	2	11954	12184	231	1.0812	0.253607789366377	0.251290929345888
MSTRG.281::CHR1:10430782-10451659	MSTRG.281::CHR1:10430782-10451659_ORF_4	20877	+	3	216	584	369	0.9208	0.147542205682066	0.315308609792051
MSTRG.281::CHR1:10430803-10442657	MSTRG.281::CHR1:10430803-10442657_ORF_2	11854	+	3	195	563	369	0.9208	0.147542205682066	0.430288612795546
MSTRG.287::CHR1:11012653-11024273	MSTRG.287::CHR1:11012653-11024273_ORF_2	11620	+	1	1075	1383	309	0.9463	0.146379503960265	0.29770198633626
MSTRG.287::CHR1:11012653-11030515	MSTRG.287::CHR1:11012653-11030515_ORF_2	17862	+	1	1075	1383	309	0.9463	0.146379503960265	0.231382416435918
MSTRG.287::CHR1:11013727-11023590	MSTRG.287::CHR1:11013727-11023590_ORF_2	9863	+	1	1	309	309	0.9463	0.146379503960265	0.318228183284262
MSTRG.289::CHR1:11054663-11060020	MSTRG.289::CHR1:11054663-11060020_ORF_1	5357	+	2	233	559	327	1.167	-0.0286195666731877	0.351004156235673
MSTRG.290::CHR1:11066684-11077651	MSTRG.290::CHR1:11066684-11077651_ORF_1	10967	+	3	4740	5129	390	0.8751	0.152564571736733	0.469001607660561
MSTRG.290::CHR1:11068653-11082623	MSTRG.290::CHR1:11068653-11082623_ORF_2	13970	+	2	2771	3160	390	0.8751	0.152564571736733	0.428294948272814
MSTRG.309::CHR1:11785729-11805954	MSTRG.309::CHR1:11785729-11805954_ORF_1	20225	+	1	14800	15600	801	0.4631	0.0427072610470975	0.867557480074628
MSTRG.312::CHR1:11916547-11926428	MSTRG.312::CHR1:11916547-11926428_ORF_1	9881	+	1	8965	9879	915	1.0788	0.303484423564127	0.999405389262656
MSTRG.312::CHR1:11919590-11925995	MSTRG.312::CHR1:11919590-11925995_ORF_1	6405	+	3	5922	6404	483	1.077	0.32392351372858	0.94795958307267
MSTRG.315::CHR1:11980298-12013471	MSTRG.315::CHR1:11980298-12013471_ORF_1	33173	+	2	18329	18718	390	1.0233	0.134439328092467	0.280727748816986
MSTRG.319::CHR1:12311525-12510346	MSTRG.319::CHR1:12311525-12510346_ORF_4	198821	+	3	194178	194666	489	0.8416	0.0113829134829646	3.40024699723152e-05
MSTRG.321::CHR1:12578717-12616696	MSTRG.321::CHR1:12578717-12616696_ORF_1	37979	+	3	4191	5408	1218	0.6111	-0.0490470919650147	0.996029037530373
MSTRG.333::CHR1:15152576-15220339	MSTRG.333::CHR1:15152576-15220339_ORF_1	67763	+	3	843	1382	540	0.6929	0.0759011049380853	0.0657756373347034
MSTRG.333::CHR1:15153095-15220339	MSTRG.333::CHR1:15153095-15220339_ORF_1	67244	+	3	324	863	540	0.6929	0.0759011049380853	0.067546081667045
MSTRG.336::CHR1:15409928-15430339	MSTRG.336::CHR1:15409928-15430339_ORF_1	20411	+	2	869	1744	876	0.5243	-0.0473610749769192	0.91473168341333
MSTRG.346::CHR1:15729844-15734769	MSTRG.346::CHR1:15729844-15734769_ORF_1	4925	+	1	2335	2832	498	0.7373	0.166894819967271	0.736404102621769
MSTRG.351::CHR1:15756616-15786570	MSTRG.351::CHR1:15756616-15786570_ORF_1	29954	+	3	1803	2471	669	0.8513	0.00498138281027467	0.726820028649187
MSTRG.351::CHR1:15758783-15786570	MSTRG.351::CHR1:15758783-15786570_ORF_2	27787	+	3	6069	6461	393	0.9945	0.128747469358891	0.321739734010307
MSTRG.351::CHR1:15780500-15786589	MSTRG.351::CHR1:15780500-15786589_ORF_1	6089	+	1	3805	4161	357	0.7949	-0.0162667181668003	0.178453337790216
MSTRG.352::CHR1:15788206-15800365	MSTRG.352::CHR1:15788206-15800365_ORF_1	12159	+	2	4415	4927	513	1.0364	0.137090896827023	0.838717916962736
MSTRG.352::CHR1:15788206-15800467	MSTRG.352::CHR1:15788206-15800467_ORF_1	12261	+	2	4415	4927	513	1.0364	0.137090896827023	0.837959945337529
MSTRG.352::CHR1:15788360-15800332	MSTRG.352::CHR1:15788360-15800332_ORF_1	11972	+	1	4261	4773	513	1.0364	0.137090896827023	0.840100090340677
MSTRG.352::CHR1:15788760-15800365	MSTRG.352::CHR1:15788760-15800365_ORF_1	11605	+	3	3861	4373	513	1.0364	0.137090896827023	0.842784797988706
MSTRG.352::CHR1:15791346-15800375	MSTRG.352::CHR1:15791346-15800375_ORF_1	9029	+	3	1275	1787	513	1.0364	0.137090896827023	0.860607091591387
MSTRG.352::CHR1:15791828-15800332	MSTRG.352::CHR1:15791828-15800332_ORF_1	8504	+	1	793	1305	513	1.0364	0.137090896827023	0.864024670863596
MSTRG.352::CHR1:15792031-15800467	MSTRG.352::CHR1:15792031-15800467_ORF_1	8436	+	2	590	1102	513	1.0364	0.137090896827023	0.864462126465287
MSTRG.356::CHR1:15834085-15845995	MSTRG.356::CHR1:15834085-15845995_ORF_1	11910	+	2	740	1252	513	0.7529	0.0531971391659732	0.543889124549453
MSTRG.357::CHR1:15873501-15940453	MSTRG.357::CHR1:15873501-15940453_ORF_1	66952	+	3	54483	62846	8364	1.0857	0.255735090481679	1
MSTRG.361::CHR1:16036648-16073549	MSTRG.361::CHR1:16036648-16073549_ORF_1	36901	+	1	27433	28263	831	0.6469	-0.00108184806480759	0.841397946139673
MSTRG.363::CHR1:16124339-16167758	MSTRG.363::CHR1:16124339-16167758_ORF_1	43419	+	1	23929	24732	804	1.2887	0.219438200278211	0.989643957894809
MSTRG.376::CHR1:16440757-16459018	MSTRG.376::CHR1:16440757-16459018_ORF_1	18261	+	2	9020	9463	444	0.485	-0.125180612763055	0.0497305865816862
MSTRG.379::CHR1:16562426-16592316	MSTRG.379::CHR1:16562426-16592316_ORF_4	29890	+	3	7644	8045	402	0.899	0.215991169051505	0.363502610547267
MSTRG.379::CHR1:16562426-16608650	MSTRG.379::CHR1:16562426-16608650_ORF_4	46224	+	3	7644	8045	402	0.899	0.215991169051505	0.189109328738057
MSTRG.379::CHR1:16562464-16613534	MSTRG.379::CHR1:16562464-16613534_ORF_5	51070	+	1	7606	8007	402	0.899	0.215991169051505	0.151675442579693
MSTRG.380::CHR1:16592158-16593754	MSTRG.380::CHR1:16592158-16593754_ORF_3	1596	+	3	750	884	135	0.9202	-0.0380241342809933	0.0303452721569682
MSTRG.382::CHR1:16618252-16643109	MSTRG.382::CHR1:16618252-16643109_ORF_1	24857	+	2	10067	10660	594	1.1298	-0.0368781728645925	0.754907278449739
MSTRG.382::CHR1:16618272-16629326	MSTRG.382::CHR1:16618272-16629326_ORF_1	11054	+	3	10047	10640	594	1.1298	-0.0368781728645925	0.867817106601621
MSTRG.382::CHR1:16618272-16643109	MSTRG.382::CHR1:16618272-16643109_ORF_1	24837	+	3	10047	10640	594	1.1298	-0.0368781728645925	0.755110121887334
MSTRG.382::CHR1:16618272-16644672	MSTRG.382::CHR1:16618272-16644672_ORF_1	26400	+	3	10047	10640	594	1.1298	-0.0368781728645925	0.738918242278328
MSTRG.410::CHR1:17189788-17198224	MSTRG.410::CHR1:17189788-17198224_ORF_2	8436	+	3	5871	6395	525	0.5227	0.038576565923507	0.405762036821593
MSTRG.412::CHR1:17233292-17245968	MSTRG.412::CHR1:17233292-17245968_ORF_1	12676	+	1	8188	8967	780	1.0309	0.143275192234285	0.990301969157657
MSTRG.413::CHR1:17251770-17284196	MSTRG.413::CHR1:17251770-17284196_ORF_1	32426	+	2	7067	7558	492	0.5577	-0.127239115425672	0.0496572826038269
MSTRG.417::CHR1:17539894-17697860	MSTRG.417::CHR1:17539894-17697860_ORF_1	157966	+	3	34614	35354	741	0.6172	-0.0449811277932309	0.00175214743871836
MSTRG.417::CHR1:17547760-17697858	MSTRG.417::CHR1:17547760-17697858_ORF_1	150098	+	3	26748	27488	741	0.6172	-0.0449811277932309	0.0026947620913239
MSTRG.417::CHR1:17580172-17697874	MSTRG.417::CHR1:17580172-17697874_ORF_2	117702	+	3	4248	4817	570	0.7693	0.0359808634005423	0.00646455782929845
MSTRG.419::CHR1:18631523-18748833	MSTRG.419::CHR1:18631523-18748833_ORF_1	117310	+	2	105365	106171	807	0.4816	-0.100660443988072	0.0150256501777328
